record_type,record_id,canonical_json,canonical_sha256
analysis_field,task_id,"""T9.1.5""",7a771924e4a564f4db9cf53b960af5c64bb933af4c7643a4fb3da748eda68600
analysis_field,schema_version,"""t9.1.5-scoped-claim-amendment-report-v1""",d90fc51e6be9d36e72a66285ae9a572847a8b8dbc2a0e852d62caca8aea4b412
analysis_field,config_schema_version,"""t9.1.5-scoped-claim-amendment-config-v1""",c77497ddc1719891d1a2dfecb59c63addcecbcb3748677584521abfbb5a986dc
analysis_field,protocol_id,"""PHASE9-SCOPED-CLAIM-AMENDMENT-V2""",186d51d1d6f12deeac2d030f6522062d5489364e94f0158249ba8dd1e6c07b8f
analysis_field,amendment_status,"""SEALED_PARENT_BOUND_PRE_OUTCOME_V2""",90145049e4fa51f33215696f185b852fa841274608781d0b8e86e3d69a801fc6
analysis_field,frozen_at,"""2026-07-25T03:42:21+08:00""",cb893a4f88cc9eb057f67b6fc20a350f43759ccc1690191fd8cc161d79c7e4f0
analysis_field,parent_contract,"{""immutability_rule"":""T9.1.1 v1 report/config/implementation and its analysis_sha256 remain byte-for-byte immutable; this child may only narrow or split downstream wording"",""parent_analysis_sha256"":""c88110375c358794339e72d672e4624871425fe480e5da091ddd1d6595255e18"",""parent_config"":{""bytes"":24172,""path"":""configs/phase9/t9_1_1_three_lane_protocol.json"",""sha256"":""abcc1fbf94cb933b816c1d0c3076c3de6b313514aa9ed6975679a6f22b29ac09""},""parent_human_markdown"":{""bytes"":21207,""path"":""docs/phase9_three_lane_protocol.md"",""sha256"":""8a4f23e867dc97ebffbe2b532697f837bf360c975fe1a61fe5de22f998fddc77""},""parent_implementation"":{""bytes"":51962,""path"":""cnn_fpga/benchmark/phase9_three_lane_protocol.py"",""sha256"":""3ebc7957065587337aeb347b807b9f8fa54a1051bf644a8b1113711e6b12d5e9""},""parent_precedence"":""v1 task signatures, denominators, thresholds and evidence grades remain authoritative; v2 cannot weaken them"",""parent_protocol_id"":""PHASE9-THREE-INDEPENDENT-TASK-SIGNATURES-V1"",""parent_report"":{""bytes"":74510,""path"":""docs/t9_1_1_three_lane_protocol.json"",""sha256"":""255c50ce677a1cae5475c2294177ceaab551bcbb5078ee2d49b358600a58f7a5""},""parent_source_data"":{""bytes"":66455,""path"":""docs/t9_1_1_three_lane_protocol_source_data.csv"",""sha256"":""9148034791002183f94795e2f66bc8971668ddf76664da86abb71cf950820970""},""parent_task_id"":""T9.1.1""}",3a1a4faac362860c216723bbf1374997ad8c089c90a22ffb2f12f53b7ab646f2
analysis_field,registry_parent_contract,"{""implementation"":{""bytes"":102321,""path"":""cnn_fpga/benchmark/phase9_baseline_search_power_registry.py"",""sha256"":""70b2b2c9eedb2a873ebf5075764cf5a45dce029922158ca9646bacae54e0b000""},""input_contract"":{""bytes"":8444,""path"":""configs/phase9/t9_1_4_input_contract.json"",""sha256"":""508372f69fc2e53d53e32bd7e2232f0e375a3aee3454d678318b569edf4bd496""},""literature_cutoff_inclusive"":""2026-07-25T01:37:24+08:00"",""literature_ledger"":{""bytes"":9083,""canonical_work_count"":12,""external_same_task_eligible_count"":0,""path"":""docs/t9_1_4_literature_search_ledger.csv"",""sha256"":""316442b5382b18ce26f53e8ded795184db2b0af78202a68090bb5ab25dfb25ac""},""parent_analysis_sha256"":""d6c5ac4fd9587854cd6fec7d390c1fd2ddd5300bbe069ff2db1e16950aa21b7d"",""parent_config"":{""bytes"":51712,""path"":""configs/phase9/t9_1_4_baseline_registry.json"",""sha256"":""f2a9f914eaaae9bd6891f7c47e76da224d75f5ed78c2390a637b71a6e2483759""},""parent_human_markdown"":{""bytes"":18034,""path"":""docs/phase9_baseline_search_power_registry.md"",""sha256"":""7bc66d55c08a8b913dc82325faf50ad8102b01967ed6f00f8cefe72798e6dd3b""},""parent_protocol_id"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1"",""parent_report"":{""bytes"":160112,""path"":""docs/t9_1_4_baseline_search_power_registry.json"",""sha256"":""887c628febc4d533cbc8bc8875cde3b4a633a1c70b407723ce744e8cadf6a911""},""parent_source_data"":{""bytes"":116752,""path"":""docs/t9_1_4_baseline_search_power_registry_source_data.csv"",""sha256"":""0d851fcac0df2d88c2c554ee901f914dbe2f1c2c3a2869766782ae6f2995ca75""},""parent_task_id"":""T9.1.4"",""parent_verdict"":""PASS_T9_1_4_BASELINE_SEARCH_POWER_REGISTRY_FROZEN""}",f07e46cabf1e8375a3c4bf4ccd9cce24db0b74d16ea712fecf19e3d0c5ca4167
analysis_field,parent_summary,"{""ordered_consumer_checks"":{""compare_parent_contracts"":true,""reconstruct_parent_analysis_hashes"":true,""validate_t9_1_1_live"":true,""validate_t9_1_4_live"":true},""registry"":{""analysis_sha256"":""d6c5ac4fd9587854cd6fec7d390c1fd2ddd5300bbe069ff2db1e16950aa21b7d"",""canonical_work_count"":12,""external_claim_contract"":{""current_external_same_task_eligible_count"":0,""external_point_only_result"":""CONTEXT_ONLY_NOT_PROMOTION_ELIGIBLE"",""external_sota"":null,""forbidden_current_wording"":[""state of the art"",""surpasses Puviani NMF"",""physical break-even"",""best real-time GKP controller""],""official_puviani_exact"":null,""physical_lifetime"":null,""puviani_surpass"":null,""registered_best"":null,""registry_best_auto_promotes_external_sota"":false,""safe_future_wording"":""best among preregistered matched-deployable baselines under the frozen T9 task signature"",""unresolved_eligible_stronger_comparator"":""EXTERNAL_SOTA_NULL""},""external_same_task_eligible_count"":0,""literature_cutoff_inclusive"":""2026-07-25T01:37:24+08:00"",""performance_state"":{""external_sota"":null,""protocol_only"":true,""registered_best"":null,""round_ler"":null,""six_state_lifetime"":null},""protocol_id"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1"",""raw_report"":{""bytes"":160112,""path"":""docs/t9_1_4_baseline_search_power_registry.json"",""sha256"":""887c628febc4d533cbc8bc8875cde3b4a633a1c70b407723ce744e8cadf6a911""},""schema_version"":""t9.1.4-baseline-search-power-report-v1"",""task_id"":""T9.1.4"",""verdict"":""PASS_T9_1_4_BASELINE_SEARCH_POWER_REGISTRY_FROZEN""},""v1"":{""analysis_sha256"":""c88110375c358794339e72d672e4624871425fe480e5da091ddd1d6595255e18"",""current_result_verdicts"":{""RAW_IQ_DIGITAL_HIL"":null,""ROUND_LER_SINGLE_MODE"":null,""SIX_STATE_LOGICAL_LIFETIME"":null},""legacy_lane_outputs"":[{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""GO_LER_SOTA""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""NO_GO_LER_SOTA""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""NOT_EVALUATED_NULL""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""INCOMPLETE_LER_INTEGRITY""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""INCOMPLETE_LER_BASELINE""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""INCOMPLETE_LER_EVIDENCE""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""NO_GO_LER_SOTA_TAIL_ONLY""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""NO_GO_LER_SOTA_ROBUSTNESS_ONLY""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""NO_GO_LER_SOTA_NONINFERIOR""},{""lane"":""ROUND_LER_SINGLE_MODE"",""output"":""NO_GO_LER_SOTA_NEGATIVE""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""GO_LIFETIME""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""NO_GO_LIFETIME""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""NOT_EVALUATED_NULL""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""INCOMPLETE_LIFETIME_INTEGRITY""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""INCOMPLETE_LIFETIME_BASELINE""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""INCOMPLETE_LIFETIME_EVIDENCE""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""NO_GO_LIFETIME_FIT""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""NO_GO_LIFETIME_COST""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""NO_GO_LIFETIME_NONINFERIOR""},{""lane"":""SIX_STATE_LOGICAL_LIFETIME"",""output"":""NO_GO_LIFETIME_NEGATIVE""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""GO_HIL_SPEED""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""NO_GO_HIL_SPEED""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""MISSING_BOARD_NULL""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""INCOMPLETE_HIL_SPEED_INTEGRITY""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""INCOMPLETE_HIL_SPEED_EVIDENCE""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""INCOMPLETE_HIL_SPEED_NO_COMPARATOR""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""NO_GO_HIL_SPEED_DEADLINE""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""NO_GO_HIL_SPEED_NEGATIVE""},{""lane"":""RAW_IQ_DIGITAL_HIL"",""output"":""GO_HIL_ENGINEERING_NONRANKING""}],""protocol_id"":""PHASE9-THREE-INDEPENDENT-TASK-SIGNATURES-V1"",""raw_report"":{""bytes"":74510,""path"":""docs/t9_1_1_three_lane_protocol.json"",""sha256"":""255c50ce677a1cae5475c2294177ceaab551bcbb5078ee2d49b358600a58f7a5""},""schema_version"":""t9.1.1-phase9-three-lane-protocol-report-v1"",""task_id"":""T9.1.1"",""verdict"":""PASS_PHASE9_THREE_INDEPENDENT_LANE_PROTOCOL_FROZEN""}}",0bd718297be92baf8ef308d9f3bc034710409b9ef44b3a994cb998fdafa1d210
analysis_field,legacy_migration_table,"[{""action"":""SPLIT_REQUIRES_FRESH_REEVALUATION"",""automatic_mapping"":false,""candidate_destinations"":[""GO_LER_REGISTERED_BEST""],""current_mapped_value"":null,""legacy_label"":""GO_LER_SOTA"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-GO-SPLIT"",""prohibited_destinations"":[""GO_LER_EXTERNAL_SOTA""],""reason"":""v1 label did not distinguish a frozen project registry from independently audited external same-task SOTA""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LER_SOTA"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-NOGO-LOCAL"",""reason"":""a v1 negative cannot establish any positive or global external ordering""},{""action"":""SPLIT_REQUIRES_FRESH_REEVALUATION"",""automatic_mapping"":false,""candidate_destinations"":[""GO_LIFETIME_PROJECT_NATIVE""],""current_mapped_value"":null,""legacy_label"":""GO_LIFETIME"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-GO-SPLIT"",""prohibited_destinations"":[""GO_LIFETIME_EXTERNAL_SOTA"",""GO_PHYSICAL_LIFETIME"",""OFFICIAL_PUVIANI_EXACT"",""GO_PUVIANI_NMF_SURPASS""],""reason"":""simulation-native, external same-task and QPU-measured lifetime are different estimands and evidence grades""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LIFETIME"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-NOGO-LOCAL"",""reason"":""a project-native negative does not evaluate an external or physical task""},{""action"":""SPLIT_REQUIRES_FRESH_REEVALUATION"",""automatic_mapping"":false,""candidate_destinations"":[""GO_HIL_INTEGRATED""],""current_mapped_value"":null,""legacy_label"":""GO_HIL_SPEED"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-GO-SPLIT"",""prohibited_destinations"":[""GO_HIL_EXTERNAL_SPEED""],""reason"":""an integrated measured chain and an external same-boundary speed comparison are separate claims""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_HIL_SPEED"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-NOGO-LOCAL"",""reason"":""a missing or failed board result cannot be transferred into an algorithm result""},{""action"":""PRESERVE_TYPED_NULL"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NOT_EVALUATED_NULL"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-NULL"",""reason"":""not evaluated remains null in both scoped LER states""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_LER_INTEGRITY"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-INCOMPLETE-INTEGRITY"",""reason"":""integrity failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_LER_BASELINE"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-INCOMPLETE-BASELINE"",""reason"":""baseline failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_LER_EVIDENCE"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-INCOMPLETE-EVIDENCE"",""reason"":""evidence failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LER_SOTA_TAIL_ONLY"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-NOGO-TAIL"",""reason"":""tail-only wording is not any v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LER_SOTA_ROBUSTNESS_ONLY"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-NOGO-ROBUSTNESS"",""reason"":""robustness-only wording is not any v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LER_SOTA_NONINFERIOR"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-NOGO-NONINFERIOR"",""reason"":""non-inferiority is not superiority""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LER_SOTA_NEGATIVE"",""legacy_lane"":""ROUND_LER_SINGLE_MODE"",""migration_id"":""MIG-LER-NOGO-NEGATIVE"",""reason"":""negative outcome opens no v2 GO state""},{""action"":""PRESERVE_TYPED_NULL"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NOT_EVALUATED_NULL"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-NULL"",""reason"":""not evaluated remains null in all scoped lifetime states""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_LIFETIME_INTEGRITY"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-INCOMPLETE-INTEGRITY"",""reason"":""integrity failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_LIFETIME_BASELINE"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-INCOMPLETE-BASELINE"",""reason"":""baseline failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_LIFETIME_EVIDENCE"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-INCOMPLETE-EVIDENCE"",""reason"":""evidence failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LIFETIME_FIT"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-NOGO-FIT"",""reason"":""failed lifetime fit opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LIFETIME_COST"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-NOGO-COST"",""reason"":""cost failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LIFETIME_NONINFERIOR"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-NOGO-NONINFERIOR"",""reason"":""non-inferiority is not lifetime superiority""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_LIFETIME_NEGATIVE"",""legacy_lane"":""SIX_STATE_LOGICAL_LIFETIME"",""migration_id"":""MIG-LIFETIME-NOGO-NEGATIVE"",""reason"":""negative outcome opens no v2 GO state""},{""action"":""PRESERVE_TYPED_NULL"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""MISSING_BOARD_NULL"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-MISSING-BOARD"",""reason"":""missing board leaves both measured HIL states null""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_HIL_SPEED_INTEGRITY"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-INCOMPLETE-INTEGRITY"",""reason"":""integrity failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_HIL_SPEED_EVIDENCE"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-INCOMPLETE-EVIDENCE"",""reason"":""HIL evidence failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_INCOMPLETE"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""INCOMPLETE_HIL_SPEED_NO_COMPARATOR"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-INCOMPLETE-COMPARATOR"",""reason"":""missing comparator specifically closes external speed""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_HIL_SPEED_DEADLINE"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-NOGO-DEADLINE"",""reason"":""deadline failure opens no v2 GO state""},{""action"":""PRESERVE_TASK_LOCAL_NEGATIVE_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""NO_GO_HIL_SPEED_NEGATIVE"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-NOGO-NEGATIVE"",""reason"":""negative outcome opens no v2 GO state""},{""action"":""PRESERVE_SUPPORTING_ONLY"",""automatic_mapping"":false,""candidate_destinations"":[],""current_mapped_value"":null,""legacy_label"":""GO_HIL_ENGINEERING_NONRANKING"",""legacy_lane"":""RAW_IQ_DIGITAL_HIL"",""migration_id"":""MIG-HIL-ENGINEERING-NONRANKING"",""reason"":""preboard engineering evidence is neither integrated HIL nor external speed""}]",44ed1d5448ec8fa838fe2c34d6386c3a8ad22d49e21b98a3ea482f2ad9a5705b
